Date	Time	Ch1:Conce:Vol%	Status	Ch2:Conce:Vol%	Status	Ch3:Conce:Vol%	Status	Ch4:Conce:Vol%	Status	Ch5:Conce:Vol%	Status
17.2.2025	15:03:38	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:03:43	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:03:48	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:03:53	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:03:58	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:03	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:08	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:13	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:18	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:23	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:28	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:33	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:38	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:43	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:48	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:53	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:04:58	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:03	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:08	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:13	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:18	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:23	0.05	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:28	0.05	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:38	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:43	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:48	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:05:58	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:08	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:13	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:23	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:38	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:48	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:53	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:06:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:08	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:13	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:38	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:48	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:07:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:08:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:08	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:13	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:08:38	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:48	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:08:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:08	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:13	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:38	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:09:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:48	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:09:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:10:03	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:08	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:13	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:10:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:10:33	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:38	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:48	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:10:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:08	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:11:13	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:11:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:11:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:11:38	0.04	M	0.01	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:11:43	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:48	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:11:58	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:03	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:08	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:12:13	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:33	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:38	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:43	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:12:48	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:12:53	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:12:58	0.04	M	0.00	G	0.01	G	-0.16	G	21.41	G
17.2.2025	15:13:03	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:08	0.04	M	0.01	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:13	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:18	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:23	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:28	0.04	M	0.00	G	0.01	G	-0.16	G	21.40	G
17.2.2025	15:13:33	0.79	M	0.01	G	0.01	G	-0.07	G	21.29	G
17.2.2025	15:13:38	7.47	M	0.01	G	0.01	G	0.77	G	20.35	G
17.2.2025	15:13:43	19.09	M	0.01	G	0.01	G	2.12	G	18.44	G
17.2.2025	15:13:48	29.07	OM	0.01	G	0.01	G	3.00	G	16.37	G
17.2.2025	15:13:53	35.12	OM	0.01	G	0.01	G	3.15	G	14.78	G
17.2.2025	15:13:58	38.94	OM	0.01	G	0.01	G	2.92	G	13.73	G
17.2.2025	15:14:03	41.36	OM	0.01	G	0.01	G	2.53	G	13.07	G
17.2.2025	15:14:08	43.01	OM	0.01	G	0.01	G	2.15	G	12.65	G
17.2.2025	15:14:13	44.11	OM	0.01	G	0.01	G	1.80	G	12.38	G
17.2.2025	15:14:18	44.59	OM	0.01	G	0.01	G	1.48	G	12.24	G
17.2.2025	15:14:23	45.65	OM	0.01	G	0.01	G	1.33	G	12.07	G
17.2.2025	15:14:28	49.02	OM	0.01	G	0.01	G	1.55	G	11.54	G
17.2.2025	15:14:33	44.78	OM	0.01	G	0.01	G	0.75	G	11.94	G
17.2.2025	15:14:38	34.57	OM	0.01	G	0.01	G	-0.66	G	13.72	G
17.2.2025	15:14:43	25.91	OM	0.01	G	0.01	G	-1.54	G	15.51	G
17.2.2025	15:14:48	20.16	M	0.01	G	0.01	G	-1.81	G	16.80	G
17.2.2025	15:14:53	16.64	M	0.01	G	0.01	G	-1.70	G	17.64	G
17.2.2025	15:14:58	14.56	M	0.01	G	0.01	G	-1.42	G	18.18	G
17.2.2025	15:15:03	13.32	M	0.01	G	0.01	G	-1.10	G	18.51	G
17.2.2025	15:15:08	12.55	M	0.01	G	0.01	G	-0.81	G	18.72	G
17.2.2025	15:15:13	12.08	M	0.01	G	0.01	G	-0.56	G	18.85	G
17.2.2025	15:15:18	11.72	M	0.01	G	0.01	G	-0.39	G	18.94	G
17.2.2025	15:15:23	10.99	M	0.01	G	0.01	G	-0.32	G	19.08	G
17.2.2025	15:15:28	10.19	M	0.01	G	0.01	G	-0.29	G	19.25	G
17.2.2025	15:15:33	9.63	M	0.01	G	0.01	G	-0.25	G	19.39	G
17.2.2025	15:15:38	9.25	M	0.01	G	0.01	G	-0.21	G	19.49	G
17.2.2025	15:15:43	9.00	M	0.01	G	0.01	G	-0.16	G	19.56	G
17.2.2025	15:15:48	8.59	M	0.01	G	0.01	G	-0.15	G	19.63	G
17.2.2025	15:15:53	7.73	M	0.01	G	0.01	G	-0.20	G	19.79	G
17.2.2025	15:15:58	6.93	M	0.01	G	0.01	G	-0.24	G	19.97	G
17.2.2025	15:16:03	6.38	M	0.01	G	0.01	G	-0.25	G	20.11	G
17.2.2025	15:16:08	6.03	M	0.01	G	0.01	G	-0.23	G	20.20	G
17.2.2025	15:16:13	5.60	M	0.01	G	0.01	G	-0.22	G	20.29	G
17.2.2025	15:16:18	5.04	M	0.01	G	0.01	G	-0.23	G	20.41	G
17.2.2025	15:16:23	4.53	M	0.01	G	0.01	G	-0.24	G	20.52	G
17.2.2025	15:16:28	4.11	M	0.01	G	0.01	G	-0.24	G	20.62	G
17.2.2025	15:16:33	3.75	M	0.01	G	0.01	G	-0.23	G	20.71	G
17.2.2025	15:16:38	3.46	M	0.01	G	0.01	G	-0.22	G	20.78	G
17.2.2025	15:16:43	3.25	M	0.01	G	0.01	G	-0.21	G	20.83	G
17.2.2025	15:16:48	3.12	M	0.01	G	0.01	G	-0.19	G	20.86	G
17.2.2025	15:16:53	3.03	M	0.01	G	0.01	G	-0.17	G	20.89	G
17.2.2025	15:16:58	2.98	M	0.01	G	0.01	G	-0.15	G	20.90	G
17.2.2025	15:17:03	2.95	M	0.01	G	0.01	G	-0.14	G	20.91	G
17.2.2025	15:17:08	2.92	M	0.01	G	0.01	G	-0.13	G	20.92	G
17.2.2025	15:17:13	2.87	M	0.01	G	0.01	G	-0.12	G	20.93	G
17.2.2025	15:17:18	2.81	M	0.01	G	0.01	G	-0.12	G	20.94	G
17.2.2025	15:17:23	2.75	M	0.01	G	0.01	G	-0.12	G	20.95	G
17.2.2025	15:17:28	2.72	M	0.01	G	0.01	G	-0.12	G	20.96	G
17.2.2025	15:17:33	2.69	M	0.01	G	0.01	G	-0.12	G	20.97	G
17.2.2025	15:17:38	2.68	M	0.01	G	0.01	G	-0.12	G	20.97	G
17.2.2025	15:17:43	2.67	M	0.01	G	0.01	G	-0.12	G	20.98	G
17.2.2025	15:17:48	2.67	M	0.01	G	0.01	G	-0.11	G	20.97	G
17.2.2025	15:17:53	2.67	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:17:58	2.67	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:03	2.67	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:08	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:13	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:18	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:23	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:28	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:33	2.66	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:38	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:43	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:48	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:53	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:18:58	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:03	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:08	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:13	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:18	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:23	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:28	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:33	2.65	M	0.01	G	0.01	G	-0.11	G	20.97	G
17.2.2025	15:19:38	2.65	M	0.01	G	0.01	G	-0.11	G	20.97	G
17.2.2025	15:19:43	2.65	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:19:48	2.65	M	0.01	G	0.01	G	-0.11	G	20.97	G
17.2.2025	15:19:53	2.74	M	0.01	G	0.01	G	-0.10	G	20.96	G
17.2.2025	15:19:58	3.30	M	0.01	G	0.01	G	-0.03	G	20.87	G
17.2.2025	15:20:03	4.46	M	0.01	G	0.01	G	0.10	G	20.66	G
17.2.2025	15:20:08	5.68	M	0.01	G	0.01	G	0.22	G	20.40	G
17.2.2025	15:20:13	6.64	M	0.01	G	0.01	G	0.27	G	20.17	G
17.2.2025	15:20:18	7.29	M	0.01	G	0.01	G	0.27	G	20.00	G
17.2.2025	15:20:23	7.69	M	0.01	G	0.01	G	0.24	G	19.89	G
17.2.2025	15:20:28	7.91	M	0.01	G	0.01	G	0.19	G	19.83	G
17.2.2025	15:20:33	8.04	M	0.01	G	0.01	G	0.15	G	19.79	G
17.2.2025	15:20:38	8.10	M	0.01	G	0.01	G	0.11	G	19.77	G
17.2.2025	15:20:43	8.13	M	0.01	G	0.01	G	0.08	G	19.76	G
17.2.2025	15:20:48	8.14	M	0.01	G	0.01	G	0.05	G	19.76	G
17.2.2025	15:20:53	8.09	M	0.01	G	0.01	G	0.03	G	19.76	G
17.2.2025	15:20:58	7.94	M	0.01	G	0.01	G	0.00	G	19.79	G
17.2.2025	15:21:03	7.64	M	0.01	G	0.01	G	-0.04	G	19.84	G
17.2.2025	15:21:08	7.21	M	0.01	G	0.01	G	-0.09	G	19.93	G
17.2.2025	15:21:13	6.74	M	0.01	G	0.01	G	-0.13	G	20.03	G
17.2.2025	15:21:18	6.31	M	0.01	G	0.01	G	-0.15	G	20.13	G
17.2.2025	15:21:23	5.96	M	0.01	G	0.01	G	-0.16	G	20.21	G
17.2.2025	15:21:28	5.68	M	0.01	G	0.01	G	-0.16	G	20.27	G
17.2.2025	15:21:33	5.46	M	0.01	G	0.01	G	-0.15	G	20.33	G
17.2.2025	15:21:38	5.29	M	0.01	G	0.01	G	-0.14	G	20.37	G
17.2.2025	15:21:43	5.16	M	0.01	G	0.01	G	-0.13	G	20.39	G
17.2.2025	15:21:48	5.11	M	0.01	G	0.01	G	-0.11	G	20.41	G
17.2.2025	15:21:53	5.47	M	0.01	G	0.01	G	-0.05	G	20.36	G
17.2.2025	15:21:58	5.05	M	0.01	G	0.01	G	-0.10	G	20.40	G
17.2.2025	15:22:03	4.18	M	0.01	G	0.01	G	-0.20	G	20.57	G
17.2.2025	15:22:08	3.60	M	0.01	G	0.01	G	-0.24	G	20.72	G
17.2.2025	15:22:13	3.27	M	0.01	G	0.01	G	-0.24	G	20.81	G
17.2.2025	15:22:18	3.07	M	0.01	G	0.01	G	-0.23	G	20.87	G
17.2.2025	15:22:23	2.95	M	0.01	G	0.01	G	-0.20	G	20.90	G
17.2.2025	15:22:28	2.88	M	0.01	G	0.01	G	-0.18	G	20.92	G
17.2.2025	15:22:33	2.82	M	0.01	G	0.01	G	-0.16	G	20.93	G
17.2.2025	15:22:38	2.75	M	0.01	G	0.01	G	-0.15	G	20.95	G
17.2.2025	15:22:43	2.68	M	0.01	G	0.01	G	-0.15	G	20.96	G
17.2.2025	15:22:48	2.63	M	0.01	G	0.01	G	-0.14	G	20.97	G
17.2.2025	15:22:53	2.60	M	0.01	G	0.01	G	-0.14	G	20.98	G
17.2.2025	15:22:58	2.58	M	0.01	G	0.01	G	-0.13	G	20.99	G
17.2.2025	15:23:03	2.57	M	0.01	G	0.01	G	-0.13	G	20.99	G
17.2.2025	15:23:08	2.57	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:13	2.56	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:18	2.56	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:23	2.56	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:28	2.56	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:33	2.55	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:38	2.55	M	0.01	G	0.01	G	-0.12	G	20.99	G
17.2.2025	15:23:43	2.55	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:23:48	2.55	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:23:53	2.55	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:23:58	2.55	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:24:03	2.56	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:24:08	2.56	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:24:13	2.56	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:24:18	2.57	M	0.01	G	0.01	G	-0.11	G	20.99	G
17.2.2025	15:24:23	2.57	M	0.01	G	0.01	G	-0.11	G	20.98	G
17.2.2025	15:24:28	2.58	M	0.01	G	0.01	G	-0.11	G	20.98	G
