Date	Time	Ch1:Conce:ppm	Status	Ch2:Conce:ppm	Status	Ch3:Conce:ppm	Status	Ch4:Conce:ppm	Status	Ch5:Conce:ppm	Status
17.2.2025	15:06:14	-57.765	G	392.937	G	-8.85483	G	77.4104	G	246288	G
17.2.2025	15:06:19	-57.6229	G	392.104	G	-9.05787	G	77.458	G	246288	G
17.2.2025	15:06:24	-58.1395	G	392.326	G	-9.20233	G	77.4212	G	246296	G
17.2.2025	15:06:29	-58.0039	G	393.022	G	-9.26331	G	77.418	G	246283	G
17.2.2025	15:06:34	-58.266	G	391.965	G	-9.05961	G	77.4592	G	246255	G
17.2.2025	15:06:39	-58.0738	G	391.77	G	-9.18643	G	77.4769	G	246284	G
17.2.2025	15:06:44	-58.503	G	392.311	G	-9.13146	G	77.4147	G	246295	G
17.2.2025	15:06:49	-58.2383	G	391.109	G	-9.18626	G	77.3832	G	246293	G
17.2.2025	15:06:54	-57.2327	G	392.636	G	-9.19449	G	77.4006	G	246260	G
17.2.2025	15:06:59	-57.8098	G	390.93	G	-9.24513	G	77.4247	G	246275	G
17.2.2025	15:07:04	-58.2207	G	391.451	G	-9.12817	G	77.4673	G	246266	G
17.2.2025	15:07:09	-58.0749	G	390.819	G	-8.83025	G	77.4906	G	246258	G
17.2.2025	15:07:14	-57.8481	G	391.084	G	-8.85065	G	77.5282	G	246251	G
17.2.2025	15:07:19	-58.1727	G	390.799	G	-9.0144	G	77.5162	G	246264	G
17.2.2025	15:07:24	-57.805	G	391.478	G	-8.8776	G	77.4685	G	246280	G
17.2.2025	15:07:29	-58.09	G	392.012	G	-8.98798	G	77.4735	G	246265	G
17.2.2025	15:07:34	-57.9354	G	391.289	G	-9.19301	G	77.515	G	246279	G
17.2.2025	15:07:39	-58.3628	G	391.568	G	-9.32486	G	77.5225	G	246264	G
17.2.2025	15:07:44	-57.7421	G	391.514	G	-9.36609	G	77.5678	G	246263	G
17.2.2025	15:07:49	-57.9703	G	391.441	G	-9.3294	G	77.5362	G	246267	G
17.2.2025	15:07:54	-57.9718	G	391.311	G	-9.40841	G	77.4898	G	246297	G
17.2.2025	15:07:59	-57.9838	G	391.391	G	-9.47014	G	77.4856	G	246284	G
17.2.2025	15:08:04	-57.2833	G	390.326	G	-9.40866	G	77.4556	G	246277	G
17.2.2025	15:08:09	-57.5338	G	391.192	G	-9.43823	G	77.4985	G	246280	G
17.2.2025	15:08:14	-58.4665	G	390.893	G	-9.36595	G	77.495	G	246293	G
17.2.2025	15:08:19	-57.7202	G	390.568	G	-9.31889	G	77.5313	G	246293	G
17.2.2025	15:08:24	-57.6444	G	390.108	G	-9.39884	G	77.5061	G	246283	G
17.2.2025	15:08:29	-57.8888	G	389.826	G	-9.38432	G	77.4771	G	246277	G
17.2.2025	15:08:34	-57.8984	G	392.686	G	-9.48826	G	77.4416	G	246257	G
17.2.2025	15:08:39	-57.9807	G	391.497	G	-9.42935	G	77.456	G	246263	G
17.2.2025	15:08:44	-58.0614	G	391.221	G	-9.40954	G	77.4383	G	246260	G
17.2.2025	15:08:49	-57.9352	G	391.439	G	-9.48169	G	77.4816	G	246254	G
17.2.2025	15:08:54	-58.4397	G	390.353	G	-9.49309	G	77.4997	G	246251	G
17.2.2025	15:08:59	-58.2566	G	389.609	G	-9.40176	G	77.5776	G	246235	G
17.2.2025	15:09:04	-58.4882	G	389.634	G	-9.30394	G	77.5938	G	246252	G
17.2.2025	15:09:09	-58.1567	G	389.513	G	-9.21463	G	77.5594	G	246277	G
17.2.2025	15:09:14	-58.3652	G	389.473	G	-9.07369	G	77.5344	G	246252	G
17.2.2025	15:09:19	-58.1321	G	388.841	G	-9.1844	G	77.5411	G	246245	G
17.2.2025	15:09:24	-58.3732	G	389.141	G	-9.26229	G	77.5377	G	246259	G
17.2.2025	15:09:29	-58.0022	G	389.187	G	-9.38172	G	77.5172	G	246254	G
17.2.2025	15:09:34	-58.2011	G	389.181	G	-9.44968	G	77.539	G	246260	G
17.2.2025	15:09:39	-57.4477	G	388.377	G	-9.43115	G	77.5818	G	246251	G
17.2.2025	15:09:44	-57.6704	G	388.588	G	-9.32099	G	77.5798	G	246258	G
17.2.2025	15:09:49	-58.1052	G	388.859	G	-9.1957	G	77.5234	G	246255	G
17.2.2025	15:09:54	-57.9398	G	388.794	G	-9.28377	G	77.5319	G	246272	G
17.2.2025	15:09:59	-57.6988	G	388.746	G	-9.3727	G	77.4957	G	246255	G
17.2.2025	15:10:04	-58.7377	G	388.195	G	-9.50633	G	77.5274	G	246254	G
17.2.2025	15:10:09	-58.1427	G	388.072	G	-9.49891	G	77.5575	G	246244	G
17.2.2025	15:10:14	-58.0162	G	388.576	G	-9.50168	G	77.5761	G	246246	G
17.2.2025	15:10:19	-58.0725	G	388.085	G	-9.49286	G	77.5634	G	246246	G
17.2.2025	15:10:24	-57.9289	G	387.833	G	-9.55736	G	77.5823	G	246265	G
17.2.2025	15:10:29	-57.7827	G	388.398	G	-9.63927	G	77.5729	G	246243	G
17.2.2025	15:10:34	-57.5283	G	389.34	G	-9.63127	G	77.6136	G	246261	G
17.2.2025	15:10:39	-58.2963	G	389.773	G	-9.28152	G	77.6646	G	246255	G
17.2.2025	15:10:44	-57.7356	G	391.515	G	-9.29606	G	77.6306	G	246260	G
17.2.2025	15:10:49	-58.1196	G	393.96	G	-9.55116	G	77.6604	G	246254	G
17.2.2025	15:10:54	-58.1899	G	395.778	G	-9.67018	G	77.6343	G	246253	G
17.2.2025	15:10:59	-57.877	G	397.612	G	-9.70573	G	77.6611	G	246259	G
17.2.2025	15:11:04	-57.581	G	391.123	G	-9.6523	G	77.6507	G	246259	G
17.2.2025	15:11:09	-57.4526	G	387.805	G	-9.53442	G	77.691	G	246266	G
17.2.2025	15:11:14	-57.8777	G	389.073	G	-9.53268	G	77.655	G	246281	G
17.2.2025	15:11:19	-57.7691	G	387.545	G	-9.48272	G	77.6729	G	246258	G
17.2.2025	15:11:24	-57.6937	G	386.83	G	-9.2679	G	77.6716	G	246263	G
17.2.2025	15:11:29	-57.7964	G	387.455	G	-9.09274	G	77.6301	G	246277	G
17.2.2025	15:11:34	-58.1455	G	387.277	G	-8.99882	G	77.5895	G	246272	G
17.2.2025	15:11:39	-57.8038	G	387.722	G	-9.1761	G	77.5886	G	246288	G
17.2.2025	15:11:44	-58.7402	G	388.247	G	-9.3135	G	77.5689	G	246295	G
17.2.2025	15:11:49	-57.9007	G	390.758	G	-9.53915	G	77.5828	G	246272	G
17.2.2025	15:11:54	-58.0342	G	389.3	G	-9.45809	G	77.5961	G	246273	G
17.2.2025	15:11:59	-58.2067	G	387.833	G	-9.60454	G	77.5924	G	246278	G
17.2.2025	15:12:04	-57.5845	G	387.141	G	-9.69116	G	77.6203	G	246273	G
17.2.2025	15:12:09	-57.9753	G	386.75	G	-9.68063	G	77.5991	G	246280	G
17.2.2025	15:12:14	-57.6451	G	391.736	G	-9.54749	G	77.5671	G	246277	G
17.2.2025	15:12:19	-57.666	G	396.013	G	-9.38363	G	77.5256	G	246254	G
17.2.2025	15:12:24	-58.1564	G	393.625	G	-9.34533	G	77.5473	G	246269	G
17.2.2025	15:12:29	-58.2768	G	394.545	G	-9.29749	G	77.5599	G	246275	G
17.2.2025	15:12:34	-57.8057	G	398.96	G	-9.49258	G	77.5502	G	246260	G
17.2.2025	15:12:39	-58.2766	G	393.798	G	-9.54772	G	77.5741	G	246254	G
17.2.2025	15:12:44	-58.7316	G	395.787	G	-9.4944	G	77.6285	G	246263	G
17.2.2025	15:12:49	-57.8696	G	392.496	G	-9.68376	G	77.5793	G	246266	G
17.2.2025	15:12:54	-58.3641	G	387.404	G	-9.67754	G	77.6057	G	246281	G
17.2.2025	15:12:59	-59.0342	G	394.613	G	-9.56066	G	77.6105	G	246278	G
17.2.2025	15:13:04	-58.1598	G	402.001	G	-9.56363	G	77.6053	G	246253	G
17.2.2025	15:13:09	-57.7666	G	395.632	G	-9.56564	G	77.6142	G	246261	G
17.2.2025	15:13:14	-57.8815	G	409.689	G	-9.43669	G	77.5975	G	246273	G
17.2.2025	15:13:19	-57.9311	G	407.58	G	-9.43526	G	77.5752	G	246275	G
17.2.2025	15:13:24	-57.4658	G	392.879	G	-9.52688	G	77.5758	G	246267	G
17.2.2025	15:13:29	-58.1727	G	387.143	G	-9.45233	G	77.6024	G	246280	G
17.2.2025	15:13:34	-58.0243	G	387.981	G	-9.24042	G	77.6034	G	246283	G
17.2.2025	15:13:39	-58.5677	G	392.022	G	-9.32826	G	77.6249	G	246295	G
17.2.2025	15:13:44	-58.374	G	390.984	G	-9.18698	G	77.6413	G	246284	G
17.2.2025	15:13:49	-58.5837	G	387.622	G	-9.18355	G	77.6466	G	246295	G
17.2.2025	15:13:54	-57.8617	G	402.205	G	-9.41114	G	77.607	G	246293	G
17.2.2025	15:13:59	-57.8528	G	400.699	G	-9.56666	G	77.5908	G	246287	G
17.2.2025	15:14:04	-57.0816	G	405.159	G	-9.64127	G	77.5704	G	246276	G
17.2.2025	15:14:09	-57.8464	G	404.79	G	-9.67677	G	77.5638	G	246290	G
17.2.2025	15:14:14	-58.4191	G	389.093	G	-9.70716	G	77.6157	G	246283	G
17.2.2025	15:14:19	-57.8871	G	386.739	G	-9.71515	G	77.6635	G	246290	G
17.2.2025	15:14:24	-57.8347	G	386.219	G	-9.58236	G	77.6816	G	246278	G
17.2.2025	15:14:29	-58.1487	G	391.305	G	-9.51577	G	77.6746	G	246259	G
17.2.2025	15:14:34	-58.0492	G	385.402	G	-9.50868	G	77.641	G	246277	G
17.2.2025	15:14:39	-57.6786	G	385.408	G	-9.50124	G	77.5782	G	246284	G
17.2.2025	15:14:44	-57.5098	G	388.456	G	-9.44656	G	77.6073	G	246296	G
17.2.2025	15:14:49	-57.9649	G	384.728	G	-9.58833	G	77.5562	G	246296	G
17.2.2025	15:14:54	-58.0408	G	384.248	G	-9.67956	G	77.5624	G	246304	G
17.2.2025	15:14:59	-57.3876	G	384.94	G	-9.8615	G	77.5342	G	246298	G
17.2.2025	15:15:04	-57.7777	G	389.785	G	-10.0896	G	77.4796	G	246305	G
17.2.2025	15:15:09	-57.8215	G	386.154	G	-10.0027	G	77.4566	G	246295	G
17.2.2025	15:15:14	-57.7172	G	384.808	G	-9.6873	G	77.474	G	246304	G
17.2.2025	15:15:19	-58.3061	G	384.405	G	-9.64453	G	77.4589	G	246301	G
17.2.2025	15:15:24	-57.2549	G	388.214	G	-9.79181	G	77.4396	G	246297	G
17.2.2025	15:15:29	-58.0638	G	396.391	G	-9.61866	G	77.4437	G	246287	G
17.2.2025	15:15:34	-57.5138	G	388.893	G	-9.49005	G	77.4415	G	246281	G
17.2.2025	15:15:39	-57.9279	G	390.202	G	-9.57432	G	77.4852	G	246290	G
17.2.2025	15:15:44	-58.5473	G	388.315	G	-9.48537	G	77.5109	G	246300	G
17.2.2025	15:15:49	-58.1908	G	394.97	G	-9.39612	G	77.4997	G	246300	G
17.2.2025	15:15:54	-57.4406	G	385.859	G	-9.39786	G	77.4716	G	246288	G
17.2.2025	15:15:59	-57.95	G	384.9	G	-9.53523	G	77.4666	G	246291	G
17.2.2025	15:16:04	-57.7682	G	384.735	G	-9.73514	G	77.4754	G	246279	G
17.2.2025	15:16:09	-57.7264	G	384.586	G	-9.72559	G	77.4998	G	246281	G
17.2.2025	15:16:14	-57.5635	G	384.24	G	-9.60582	G	77.4698	G	246291	G
17.2.2025	15:16:19	-57.483	G	384.47	G	-9.56862	G	77.4769	G	246283	G
17.2.2025	15:16:24	-57.469	G	390.506	G	-9.51375	G	77.4386	G	246291	G
17.2.2025	15:16:29	-57.6819	G	385.158	G	-9.39614	G	77.4515	G	246299	G
17.2.2025	15:16:34	-57.489	G	384.479	G	-9.53654	G	77.4042	G	246285	G
17.2.2025	15:16:39	-57.2915	G	385.205	G	-9.5974	G	77.409	G	246280	G
17.2.2025	15:16:44	-57.234	G	387.632	G	-9.60604	G	77.442	G	246274	G
17.2.2025	15:16:49	-57.2784	G	384.229	G	-9.49732	G	77.4274	G	246281	G
17.2.2025	15:16:54	-57.6255	G	393.269	G	-9.34601	G	77.4315	G	246234	G
17.2.2025	15:16:59	-57.8605	G	467.777	G	-9.21585	G	77.4154	G	247452	G
17.2.2025	15:17:04	-57.6032	G	424.624	G	-9.1718	G	77.524	G	247751	G
17.2.2025	15:17:09	-57.583	G	408.597	G	-9.16748	G	77.6346	G	247757	G
17.2.2025	15:17:14	-57.0112	G	404.338	G	-9.39604	G	77.4241	G	247806	G
17.2.2025	15:17:19	-57.3116	G	402.349	G	-9.4097	G	76.9588	G	247850	G
17.2.2025	15:17:24	-57.6143	G	401.353	G	-9.38904	G	76.4245	G	247902	G
17.2.2025	15:17:29	-58.1644	G	400.845	G	-9.28323	G	75.8735	G	247940	G
17.2.2025	15:17:34	-57.8294	G	400.31	G	-9.12922	G	75.4134	G	247989	G
17.2.2025	15:17:39	-58.594	G	400.116	G	-8.85716	G	74.9169	G	248016	G
17.2.2025	15:17:44	-58.2494	G	400.053	G	-8.6406	G	74.4779	G	248052	G
17.2.2025	15:17:49	-57.7239	G	399.856	G	-8.57452	G	74.1136	G	248068	G
17.2.2025	15:17:54	-57.7981	G	399.514	G	-8.36342	G	73.825	G	248077	G
17.2.2025	15:17:59	-58.6204	G	399.266	G	-7.97952	G	73.5951	G	248090	G
17.2.2025	15:18:04	-59.1323	G	399.333	G	-7.7941	G	73.3145	G	248106	G
17.2.2025	15:18:09	-57.9295	G	399.121	G	-7.64486	G	73.0468	G	248144	G
17.2.2025	15:18:14	-58.5048	G	398.745	G	-7.46534	G	72.8516	G	248152	G
17.2.2025	15:18:19	-57.6925	G	398.578	G	-7.47305	G	72.6273	G	248154	G
17.2.2025	15:18:24	-57.8348	G	398.689	G	-7.38799	G	72.4003	G	248149	G
17.2.2025	15:18:29	-58.8665	G	399.139	G	-7.54249	G	72.2665	G	248175	G
17.2.2025	15:18:34	-58.3043	G	399.171	G	-7.41236	G	72.1299	G	248170	G
17.2.2025	15:18:39	-58.2742	G	398.861	G	-7.41074	G	72.0393	G	248180	G
17.2.2025	15:18:44	-57.4939	G	398.839	G	-7.51602	G	71.8684	G	248181	G
17.2.2025	15:18:49	-57.9544	G	399.263	G	-7.3886	G	71.7274	G	248186	G
17.2.2025	15:18:54	-58.0641	G	403.344	G	-7.37509	G	71.5945	G	248191	G
17.2.2025	15:18:59	-57.7853	G	405.669	G	-7.39087	G	71.4146	G	248201	G
17.2.2025	15:19:04	-58.1664	G	403.229	G	-7.26558	G	71.2956	G	248215	G
17.2.2025	15:19:09	-57.6114	G	403.33	G	-7.15879	G	71.196	G	248212	G
17.2.2025	15:19:14	-57.3141	G	402.761	G	-7.2061	G	71.1174	G	248194	G
17.2.2025	15:19:19	-57.7415	G	404.097	G	-7.11621	G	71.0411	G	248226	G
17.2.2025	15:19:24	-57.1898	G	403.578	G	-7.00454	G	70.9248	G	248232	G
17.2.2025	15:19:29	-57.564	G	403.006	G	-6.90667	G	70.8015	G	248220	G
17.2.2025	15:19:34	-58.1299	G	405.092	G	-6.67269	G	70.7492	G	248216	G
17.2.2025	15:19:39	-57.9283	G	404.465	G	-6.67405	G	70.6614	G	248217	G
17.2.2025	15:19:44	-57.3798	G	402.142	G	-6.91984	G	70.6472	G	248237	G
17.2.2025	15:19:49	-57.684	G	400.092	G	-6.88739	G	70.6028	G	248239	G
17.2.2025	15:19:54	-57.5739	G	399.056	G	-6.89143	G	70.5621	G	248245	G
17.2.2025	15:19:59	-58.2042	G	398.699	G	-7.04894	G	70.4112	G	248236	G
17.2.2025	15:20:04	-58.2323	G	398.519	G	-6.86293	G	70.3699	G	248241	G
17.2.2025	15:20:09	-57.9821	G	398.46	G	-6.81496	G	70.2336	G	248248	G
17.2.2025	15:20:14	-57.9788	G	398.316	G	-6.90731	G	70.1192	G	248256	G
17.2.2025	15:20:19	-58.4543	G	398.258	G	-6.91608	G	70.1198	G	248233	G
17.2.2025	15:20:24	-58.233	G	398.429	G	-6.97118	G	70.1385	G	248244	G
17.2.2025	15:20:29	-57.6663	G	403.236	G	-6.99321	G	70.1225	G	248246	G
17.2.2025	15:20:34	-57.32	G	445.429	G	-6.92531	G	70.0967	G	248232	G
17.2.2025	15:20:39	-57.5704	G	466.398	G	-6.908	G	70.0531	G	248232	G
17.2.2025	15:20:44	-57.9893	G	429.88	G	-7.00394	G	69.9502	G	248256	G
17.2.2025	15:20:49	-58.18	G	427.073	G	-6.90026	G	69.8564	G	248250	G
17.2.2025	15:20:54	-57.6684	G	432.519	G	-6.79322	G	69.8281	G	248242	G
17.2.2025	15:20:59	-57.8872	G	482.553	G	-6.72624	G	69.8661	G	248243	G
17.2.2025	15:21:04	-57.6904	G	467.482	G	-6.63724	G	69.8169	G	248250	G
17.2.2025	15:21:09	-57.9731	G	424.15	G	-6.51815	G	69.7823	G	248293	G
17.2.2025	15:21:14	-57.8562	G	401.529	G	-6.4094	G	69.6627	G	248258	G
17.2.2025	15:21:19	-58.4333	G	398.23	G	-6.4528	G	69.5948	G	248290	G
17.2.2025	15:21:24	-57.9226	G	399.291	G	-6.33984	G	69.5585	G	248306	G
17.2.2025	15:21:29	-58.2431	G	404.685	G	-6.50506	G	69.5566	G	248321	G
17.2.2025	15:21:34	-57.9679	G	408.153	G	-6.66166	G	69.5883	G	248297	G
17.2.2025	15:21:39	-57.98	G	402.391	G	-6.68499	G	69.6531	G	248301	G
17.2.2025	15:21:44	-57.9803	G	402.114	G	-6.66696	G	69.6169	G	248316	G
17.2.2025	15:21:49	-57.7137	G	404.074	G	-6.49748	G	69.5482	G	248312	G
17.2.2025	15:21:54	-58.8047	G	410.666	G	-6.58103	G	69.4096	G	248334	G
17.2.2025	15:21:59	-58.2319	G	404.719	G	-6.49053	G	69.3081	G	248346	G
17.2.2025	15:22:04	-58.3942	G	403.584	G	-6.54497	G	69.2561	G	248330	G
17.2.2025	15:22:09	-58.181	G	400.089	G	-6.71093	G	69.2888	G	248327	G
17.2.2025	15:22:14	-58.0044	G	400.811	G	-6.58057	G	69.2861	G	248332	G
17.2.2025	15:22:19	-57.4681	G	401.202	G	-6.47165	G	69.2235	G	248332	G
17.2.2025	15:22:24	-58.2485	G	398.336	G	-6.50042	G	69.226	G	248334	G
17.2.2025	15:22:29	-57.8072	G	401.795	G	-6.45688	G	69.1105	G	248322	G
17.2.2025	15:22:34	-57.8433	G	415.13	G	-6.36343	G	69.0017	G	248329	G
17.2.2025	15:22:39	-58.2864	G	440.258	G	-6.39239	G	68.9364	G	248317	G
17.2.2025	15:22:44	-57.8252	G	445.912	G	-6.35543	G	68.959	G	248323	G
17.2.2025	15:22:49	-57.5926	G	438.624	G	-6.36176	G	69.0215	G	248299	G
17.2.2025	15:22:54	-57.4024	G	439.881	G	-6.30272	G	69.0195	G	248300	G
17.2.2025	15:22:59	-57.696	G	439.362	G	-6.33147	G	68.9805	G	248292	G
17.2.2025	15:23:04	-57.5693	G	426.245	G	-6.31497	G	68.9229	G	248289	G
17.2.2025	15:23:09	-57.3942	G	398.898	G	-6.19549	G	68.8545	G	248301	G
17.2.2025	15:23:14	-57.6666	G	398.365	G	-6.25102	G	68.7571	G	248284	G
17.2.2025	15:23:19	-57.369	G	406.733	G	-6.4589	G	68.7544	G	248228	G
17.2.2025	15:23:24	-57.1866	G	409.339	G	-6.50941	G	68.752	G	248200	G
17.2.2025	15:23:29	-57.6558	G	401.989	G	-6.51642	G	68.7437	G	248219	G
17.2.2025	15:23:34	-57.3305	G	400.611	G	-6.35341	G	68.6664	G	248224	G
17.2.2025	15:23:39	-57.0258	G	400.422	G	-6.34866	G	68.6939	G	248207	G
17.2.2025	15:23:44	-56.9061	G	402.004	G	-6.40977	G	68.6237	G	248198	G
17.2.2025	15:23:49	-57.3673	G	403.086	G	-6.36047	G	68.5666	G	248200	G
17.2.2025	15:23:54	-58.2437	G	403.885	G	-6.25633	G	68.628	G	248195	G
17.2.2025	15:23:59	-58.4487	G	404.746	G	-6.25173	G	68.6924	G	248173	G
17.2.2025	15:24:04	-57.8997	G	404.751	G	-6.19033	G	68.7286	G	248096	G
17.2.2025	15:24:09	-57.8898	G	404.371	G	-6.2638	G	68.7731	G	248007	G
17.2.2025	15:24:14	-57.7206	G	403.613	G	-6.36049	G	68.8695	G	247907	G
17.2.2025	15:24:19	-57.9293	G	403.316	G	-6.35074	G	68.9086	G	247819	G
17.2.2025	15:24:24	-57.6157	G	403.039	G	-6.333	G	68.9302	G	247749	G
17.2.2025	15:24:29	-57.8764	G	403.057	G	-6.26227	G	68.9933	G	247689	G
17.2.2025	15:24:34	-58.3374	G	403.187	G	-6.19883	G	69.0587	G	247638	G
17.2.2025	15:24:39	-57.7775	G	403.656	G	-6.09021	G	69.1678	G	247596	G
17.2.2025	15:24:44	-57.9638	G	405.047	G	-6.08421	G	69.32	G	247562	G
17.2.2025	15:24:49	-57.3678	G	406.889	G	-6.28013	G	69.3825	G	247514	G
17.2.2025	15:24:54	-57.8319	G	407.935	G	-6.40652	G	69.4775	G	247490	G
17.2.2025	15:24:59	-57.9091	G	407.935	G	-6.50491	G	69.5086	G	247474	G
17.2.2025	15:25:04	-58.3067	G	407.154	G	-6.59871	G	69.5483	G	247451	G
17.2.2025	15:25:09	-57.9473	G	406.358	G	-6.64363	G	69.6267	G	247441	G
17.2.2025	15:25:14	-58.0718	G	405.554	G	-6.65016	G	69.7546	G	247438	G
17.2.2025	15:25:19	-56.9817	G	405.714	G	-6.51109	G	69.8471	G	247575	G
17.2.2025	15:25:24	-56.9164	G	716.563	G	-6.47646	G	69.9647	G	247923	G
17.2.2025	15:25:29	-57.5682	G	505.101	G	-6.6954	G	69.9953	G	248126	G
17.2.2025	15:25:34	-57.1107	G	432.496	G	-6.70616	G	69.9473	G	248195	G
17.2.2025	15:25:39	-57.3588	G	414.411	G	-6.65614	G	69.8757	G	248201	G
17.2.2025	15:25:44	-57.5292	G	405.963	G	-6.80029	G	69.7547	G	248183	G
17.2.2025	15:25:49	-57.7203	G	403.146	G	-6.89967	G	69.6512	G	248183	G
17.2.2025	15:25:54	-58.04	G	408.663	G	-6.84854	G	69.553	G	248183	G
17.2.2025	15:25:59	-57.1846	G	425.477	G	-6.85337	G	69.4148	G	248185	G
17.2.2025	15:26:04	-57.4108	G	408.672	G	-6.7959	G	69.2402	G	248184	G
17.2.2025	15:26:09	-57.3708	G	408.528	G	-6.72627	G	69.104	G	248193	G
17.2.2025	15:26:14	-57.7861	G	399.151	G	-6.36334	G	68.8914	G	248207	G
17.2.2025	15:26:19	-57.336	G	400.028	G	-6.28273	G	68.7856	G	248191	G
17.2.2025	15:26:24	-57.9129	G	401.027	G	-6.2293	G	68.751	G	248198	G
17.2.2025	15:26:29	-57.1587	G	404.973	G	-6.24765	G	68.7288	G	248218	G
17.2.2025	15:26:34	-57.9418	G	400.132	G	-6.1722	G	68.6685	G	248199	G
17.2.2025	15:26:39	-57.3025	G	398.65	G	-6.38207	G	68.5569	G	248204	G
17.2.2025	15:26:44	-57.5456	G	399.278	G	-6.40385	G	68.4757	G	248203	G
17.2.2025	15:26:49	-58.1299	G	415.056	G	-6.46925	G	68.3717	G	248179	G
17.2.2025	15:26:54	-57.8467	G	428.815	G	-6.45848	G	68.2641	G	248163	G
17.2.2025	15:26:59	-58.123	G	425.102	G	-6.434	G	68.269	G	248129	G
17.2.2025	15:27:04	-58.0723	G	400.003	G	-6.2335	G	68.2988	G	248126	G
17.2.2025	15:27:09	-58.1063	G	398.275	G	-6.10101	G	68.279	G	248124	G
17.2.2025	15:27:14	-57.6981	G	399.069	G	-6.09972	G	68.2626	G	248136	G
17.2.2025	15:27:19	-57.601	G	399.13	G	-6.23736	G	68.166	G	248113	G
17.2.2025	15:27:24	-57.3884	G	397.881	G	-6.30975	G	68.0663	G	248125	G
17.2.2025	15:27:29	-57.8427	G	398.623	G	-6.34711	G	67.9903	G	248130	G
17.2.2025	15:27:34	-57.8296	G	413.69	G	-6.24087	G	67.9663	G	248133	G
17.2.2025	15:27:39	-57.8229	G	427.576	G	-6.12345	G	67.9928	G	248126	G
